Sample	Animal	Diet	AgeGroup	AgeExact	Daysln	TypeAll	Type	Sex	ScourSample	chao	shannon	ADGKG	Gain	TotalIntake	ill.scour	ill.resp	ill.ketosis	ill.mastitis	ill.all	MPE	Effic
5050.8w.F	5050	B	8w	53	3.970291914	F	F	F	N	229.214286	2.599849	1.25	63.96	17586	0	0	0	0	0		
5051.1yr.F	5051	C	1yr	369	5.910796644	F	F	F	N	1759.508671	5.710426	0.86	314.49		0	0	0	0	23		
5051.2w.F	5051	C	2w	11	2.397895273	F	F	F	N	238.666667	2.040028	1.16	10.43	284	0	0	0	0	0		
5051.2yr.F	5051	C	2yr	840	6.733401892	F	F	F	N	1497.445714	5.616255	0.63	533.73		0	0	0	40	63	3.09	4.97
5051.4w.F	5051	C	4w	27	3.295836866	F	F	F	N	458.666667	3.105842	1.05	26.31	2255	0	0	0	0	0		
5051.8w.F	5051	C	8w	53	3.970291914	F	F	F	N	322.882353	3.184591	1.42	72.57	25891	0	0	0	0	11		
5052.1yr.F	5052	B	1yr	367	5.905361848	F	F	F	N	3212.261905	5.795592	0.85	309.35		0	0	0	0	9		
5052.1yr.L1	5052	B	1yr	367	5.905361848	L1	L	F	Y	2904.618297	5.675501	0.85	309.35		0	0	0	0	9		
5052.1yr.L2	5052	B	1yr	368	5.908082938	L2	L	F	Y	2787.117925	5.726886	0.85	309.35		0	0	0	0	9		
5052.1yr.L3	5052	B	1yr	369	5.910796644	L3	L	F	Y	3167.277311	5.479837	0.85	309.35		0	0	0	0	9		
5052.1yr.S1	5052	B	1yr	367	5.905361848	S1	S	F	Y	1504.320809	6.095717	0.85	309.35		0	0	0	0	9		
5052.1yr.S2	5052	B	1yr	368	5.908082938	S2	S	F	Y	2114.440476	6.056985	0.85	309.35		0	0	0	0	9		
5052.1yr.S3	5052	B	1yr	369	5.910796644	S3	S	F	Y	2798.280543	6.156302	0.85	309.35		0	0	0	0	9		
5052.2w.F	5052	B	2w	13	2.564949357	F	F	F	N	215.928571	2.407447	0.08	0.91	597	0	0	0	0	0		
5052.2yr.F	5052	B	2yr	1033	6.940222469	F	F	F	N	1603.881657	5.516859	0.59	608.72		0	0	0	0	9	4.07	4.91
5052.2yr.L1	5052	B	2yr	1032	6.939253946	L1	L	F	Y	1716.412698	4.567796	0.59	608.72		0	0	0	0	9	4.07	4.91
5052.2yr.L2	5052	B	2yr	1033	6.940222469	L2	L	F	Y	2724.469512	4.370103	0.59	608.72		0	0	0	0	9	4.07	4.91
5052.2yr.L3	5052	B	2yr	1034	6.941190055	L3	L	F	Y	1549.478947	4.36328	0.59	608.72		0	0	0	0	9	4.07	4.91
5052.2yr.S1	5052	B	2yr	1032	6.939253946	S1	S	F	Y	1717.298013	4.509241	0.59	608.72		0	0	0	0	9	4.07	4.91
5052.2yr.S2	5052	B	2yr	1033	6.940222469	S2	S	F	Y	1375.2375	4.235604	0.59	608.72		0	0	0	0	9	4.07	4.91
5052.2yr.S3	5052	B	2yr	1034	6.941190055	S3	S	F	Y	1545.3125	4.272387	0.59	608.72		0	0	0	0	9	4.07	4.91
5052.4w.F	5052	B	4w	25	3.218875825	F	F	F	N	406	3.325923	0.91	20.87	1929	0	0	0	0	0		
5052.8w.F	5052	B	8w	57	4.043051268	F	F	F	N	351.617647	3.183399	0.92	50.8	16604	0	0	0	0	0		
5053.1yr.F	5053	A	1yr	365	5.899897354	F	F	F	N	2170	5.792182	0.93	339.14		18	12	0	0	38		
5053.1yr.L1	5053	A	1yr	365	5.899897354	L1	L	F	Y	2001.144695	5.490569	0.93	339.14		18	12	0	0	38		
5053.1yr.L2	5053	A	1yr	366	5.902633333	L2	L	F	Y	2315.407975	5.691837	0.93	339.14		18	12	0	0	38		
5053.1yr.L3	5053	A	1yr	367	5.905361848	L3	L	F	Y	2209.080386	5.439124	0.93	339.14		18	12	0	0	38		
5053.1yr.S1	5053	A	1yr	365	5.899897354	S1	S	F	Y	1360.340361	5.93019	0.93	339.14		18	12	0	0	38		
5053.1yr.S2	5053	A	1yr	366	5.902633333	S2	S	F	Y	2780.746032	5.893409	0.93	339.14		18	12	0	0	38		
5053.1yr.S3	5053	A	1yr	367	5.905361848	S3	S	F	Y	1918.61745	5.894917	0.93	339.14		18	12	0	0	38		
5053.2w.F	5053	A	2w	11	2.397895273	F	F	F	Y	302.5	2.19423	0.05	0.45	834	2	0	0	0	2		
5053.2yr.F	5053	A	2yr	827	6.717804695	F	F	F	N	1240.890756	5.18295	0.6	494.11		18	12	0	0	44	4.22	5.54
5053.2yr.L1	5053	A	2yr	826	6.716594774	L1	L	F	Y	3241.883117	5.617714	0.6	494.11		18	12	0	0	44	4.22	5.54
5053.2yr.L2	5053	A	2yr	827	6.717804695	L2	L	F	Y	1956.207373	5.511165	0.6	494.11		18	12	0	0	44	4.22	5.54
5053.2yr.L3	5053	A	2yr	828	6.719013154	L3	L	F	Y	2093.00463	5.755447	0.6	494.11		18	12	0	0	44	4.22	5.54
5053.2yr.S1	5053	A	2yr	826	6.716594774	S1	S	F	Y	1883.615385	5.690687	0.6	494.11		18	12	0	0	44	4.22	5.54
5053.2yr.S2	5053	A	2yr	827	6.717804695	S2	S	F	Y	1813.884422	5.512478	0.6	494.11		18	12	0	0	44	4.22	5.54
5053.2yr.S3	5053	A	2yr	828	6.719013154	S3	S	F	Y	2972.428571	5.621387	0.6	494.11		18	12	0	0	44	4.22	5.54
5053.4w.F	5053	A	4w	27	3.295836866	F	F	F	N	738.193548	3.954133	1.42	34.02	2288	6	0	0	0	6		
5053.8w.F	5053	A	8w	55	4.007333185	F	F	F	N	365.04	3.964046	0.88	46.72	16671	18	12	0	0	30		
5054.1yr.F	5054	C	1yr	364	5.897153868	F	F	F	N	3434.827586	5.742166	0.88	320.54		5	10	0	0	23		
5054.1yr.L1	5054	C	1yr	364	5.897153868	L1	L	F	Y	2983.516129	5.53999	0.88	320.54		5	10	0	0	23		
5054.1yr.L2	5054	C	1yr	365	5.899897354	L2	L	F	Y	2927.497976	5.694819	0.88	320.54		5	10	0	0	23		
5054.1yr.L3	5054	C	1yr	366	5.902633333	L3	L	F	Y	2853.639831	5.475801	0.88	320.54		5	10	0	0	23		
5054.1yr.S1	5054	C	1yr	364	5.897153868	S1	S	F	Y	2415.966361	6.169534	0.88	320.54		5	10	0	0	23		
5054.1yr.S2	5054	C	1yr	365	5.899897354	S2	S	F	Y	4133.022059	6.262825	0.88	320.54		5	10	0	0	23		
5054.1yr.S3	5054	C	1yr	366	5.902633333	S3	S	F	Y	2607.979381	6.019692	0.88	320.54		5	10	0	0	23		
5054.2w.F	5054	C	2w	12	2.48490665	F	F	F	Y	283.294118	3.443714	2.09	20.87	167	3	0	0	0	3		
5054.2yr.F	5054	C	2yr	843	6.736966958	F	F	F	N	2454.838983	5.437342	0.61	514.07		5	10	0	0	23	6.29	9.35
5054.2yr.L1	5054	C	2yr	841	6.73459166	L1	L	F	Y	2737.088235	5.450878	0.61	514.07		5	10	0	0	23	6.29	9.35
5054.2yr.L2	5054	C	2yr	842	6.735780014	L2	L	F	Y	2934.005376	5.614238	0.61	514.07		5	10	0	0	23	6.29	9.35
5054.2yr.L3	5054	C	2yr	843	6.736966958	L3	L	F	Y	2081.471503	5.600368	0.61	514.07		5	10	0	0	23	6.29	9.35
5054.2yr.S1	5054	C	2yr	841	6.73459166	S1	S	F	Y	2345.086022	5.781864	0.61	514.07		5	10	0	0	23	6.29	9.35
5054.2yr.S2	5054	C	2yr	842	6.735780014	S2	S	F	Y	2301.310881	5.930763	0.61	514.07		5	10	0	0	23	6.29	9.35
5054.2yr.S3	5054	C	2yr	843	6.736966958	S3	S	F	Y	2270.338462	5.802453	0.61	514.07		5	10	0	0	23	6.29	9.35
5054.4w.F	5054	C	4w	26	3.258096538	F	F	F	N	194	2.430931	1.42	34.02	637	5	0	0	0	5		
5054.8w.F	5054	C	8w	54	3.988984047	F	F	F	N	550.06383	3.384898	1.02	53.07	8838	5	10	0	0	15		
5055.1yr.F	5055	C	1yr	361	5.888877958	F	F	F	N	1967.958824	5.769952	1.01	368.47		7	0	0	0	7		
5055.2w.F	5055	C	2w	14	2.63905733	F	F	F	Y	128.461538	2.263229	0.91	10.89	453	6	0	0	0	6		
5055.4w.F	5055	C	4w	26	3.258096538	F	F	F	N	409.15625	3.319328	0.34	8.85	2352	7	0	0	0	7		
5057.1yr.F	5057	B	1yr	364	5.897153868	F	F	F	N	1606.042373	5.598173	0.97	351.99		5	0	0	0	5		
5057.2w.F	5057	B	2w	11	2.397895273	F	F	F	Y	146.571429	1.269271	1.61	14.51	269	3	3	0	0	3		
5057.2yr.F	5057	B	2yr	809	6.695798917	F	F	F	N	2059.26	5.060415	0.71	578.78		5	0	0	0	5	7.6	10.23
5057.4w.F	5057	B	4w	25	3.218875825	F	F	F	N	496.5	3.563635	1.4	32.21	1971	5	5	0	0	5		
5058.1yr.F	5058	A	1yr	364	5.897153868	F	F	F	N	1838.290698	5.573235	0.94	341.4		5	0	0	0	14		
5058.2w.F	5058	A	2w	11	2.397895273	F	F	F	Y	67	1.711778	0.76	6.8	357	1	0	0	0	1		
5058.2yr.F	5058	A	2yr	752	6.622736324	F	F	F	N	1680.18543	5.283612	0.75	566.69		5	0	0	0	14	3.44	5.73
5058.4w.F	5058	A	4w	25	3.218875825	F	F	F	N	348.954545	3.200553	1.1	25.4	1081	5	0	0	0	5		
5059.1yr.F	5059	C	1yr	364	5.897153868	F	F	F	N	2652.021739	5.812185	0.96	348.21		0	0	0	0	11		
5059.2w.F	5059	C	2w	11	2.397895273	F	F	F	N	154.214286	2.250708	1.56	14.06	229	0	0	0	0	0		
5059.2yr.F	5059	C	2yr	814	6.701960366	F	F	F	N	1279.358696	5.179761	0.73	598.44		0	0	0	0	11	3.75	5.63
5059.4w.F	5059	C	4w	25	3.218875825	F	F	F	N	320.4	2.805214	1.16	26.76	1989	0	0	0	0	0		
5062.1yr.F	5062	B	1yr	361	5.888877958	F	F	F	N	1710.446701	5.723536	0.9	328.85		11	8	0	0	27		
5062.2w.F	5062	B	2w	15	2.708050201	F	F	F	N	114.1	2.65068	1.05	13.61	593	6	0	0	0	14		
5062.2yr.F	5062	B	2yr	833	6.725033642	F	F	F	N	1872.088398	5.695204	0.63	522.76		11	0	0	0	27	3.29	4.33
5062.4w.F	5062	B	4w	29	3.36729583	F	F	F	N	468.032258	2.446366	0.79	21.32	1088	11	4	0	0	23		
5063.1yr.F	5063	A	1yr	360	5.886104031	F	F	F	N	2237.327402	5.938587	0.86	314.34		5	0	0	0	12		
5063.2w.F	5063	A	2w	14	2.63905733	F	F	F	N	487	2.525102	0.49	5.9	832	0	0	0	0	0		
5063.2yr.F	5063	A	2yr	862	6.759255271	F	F	F	N	1230.816327	5.066067	0.67	579.69		5	0	1	9	22	4.69	6.67
5063.4w.F	5063	A	4w	28	3.33220451	F	F	F	N	231.454545	2.306027	1.01	26.31	1738	5	0	0	0	5		
