Sample	Animal	Diet	AgeGroup	AgeExact	Daysln	TypeAll	Type	Sex	ScourSample	chao	shannon	ADGKG	Gain	TotalIntake	ill.scour	ill.resp	ill.ketosis	ill.mastitis	ill.all	MPE	Effic
5042.2yr.F	5042	C	2yr	838	6.7310181	F	F	F	N	98.714286	3.270499	0.69	581.28		0	0	0	0	13	3.6	5.9
5044.1yr.F	5044	B	1yr	369	5.910796644	F	F	F	N	26	2.59401	0.99	358.94		10	0	0	0	18		
5044.2yr.F	5044	B	2yr	948	6.854354502	F	F	F	N	99.142857	2.922947	0.66	625.81		10	0	0	0	18	5.15	6.38
5045.1yr.F	5045	A	1yr	367	5.905361848	F	F	F	N	54.333333	1.813692	0.91	331.12		4	6	0	0	18		
5045.1yr.L1	5045	A	1yr	367	5.905361848	L1	L	F	N	39	2.770941	0.91	331.12		4	6	0	0	18		
5045.1yr.L2	5045	A	1yr	368	5.908082938	L2	L	F	N	33	2.812411	0.91	331.12		4	6	0	0	18		
5045.1yr.L3	5045	A	1yr	369	5.910796644	L3	L	F	N	29	2.847774	0.91	331.12		4	6	0	0	18		
5045.1yr.S1	5045	A	1yr	367	5.905361848	S1	S	F	N	32	2.537794	0.91	331.12		4	6	0	0	18		
5045.1yr.S2	5045	A	1yr	368	5.908082938	S2	S	F	N	25	2.69919	0.91	331.12		4	6	0	0	18		
5045.1yr.S3	5045	A	1yr	369	5.910796644	S3	S	F	N	28.428571	2.706993	0.91	331.12		4	6	0	0	18		
5045.2yr.F	5045	A	2yr	868	6.766191715	F	F	F	N	65.6	2.501998	0.7	610.84		4	6	0	0	18	2.92	3.62
5045.2yr.L1	5045	A	2yr	867	6.765038977	L1	L	F	N	19	1.866568	0.7	610.84		4	6	0	0	18	2.92	3.62
5045.2yr.L2	5045	A	2yr	868	6.766191715	L2	L	F	N	18.5	2.119649	0.7	610.84		4	6	0	0	18	2.92	3.62
5045.2yr.L3	5045	A	2yr	869	6.767343125	L3	L	F	N	26.5	2.093908	0.7	610.84		4	6	0	0	18	2.92	3.62
5045.2yr.S1	5045	A	2yr	867	6.765038977	S1	S	F	N	19	1.595458	0.7	610.84		4	6	0	0	18	2.92	3.62
5045.2yr.S2	5045	A	2yr	868	6.766191715	S2	S	F	N	63	1.979671	0.7	610.84		4	6	0	0	18	2.92	3.62
5045.2yr.S3	5045	A	2yr	869	6.767343125	S3	S	F	N	27.333333	2.126024	0.7	610.84		4	6	0	0	18	2.92	3.62
5046.1yr.F	5046	A	1yr	367	5.905361848	F	F	F	N	28.25	2.252635	0.85	311.16		0	5	0	0	24		
5046.2yr.F	5046	A	2yr	867	6.765038977	F	F	F	N	147.666667	3.042625	0.6	524.35		0	5	0	0	24	6.77	9.31
5047.1yr.F	5047	C	1yr	364	5.897153868	F	F	F	N	35.625	2.662379	1.07	390.85		2	0	0	0	10		
5047.1yr.L1	5047	C	1yr	364	5.897153868	L1	L	F	N	41	2.767513	1.07	390.85		2	0	0	0	10		
5047.1yr.L2	5047	C	1yr	365	5.899897354	L2	L	F	N	27.5	2.856086	1.07	390.85		2	0	0	0	10		
5047.1yr.L3	5047	C	1yr	366	5.902633333	L3	L	F	N	29.333333	2.82566	1.07	390.85		2	0	0	0	10		
5047.1yr.S1	5047	C	1yr	364	5.897153868	S1	S	F	N	40	2.528153	1.07	390.85		2	0	0	0	10		
5047.1yr.S2	5047	C	1yr	365	5.899897354	S2	S	F	N	51.5	2.790801	1.07	390.85		2	0	0	0	10		
5047.1yr.S3	5047	C	1yr	366	5.902633333	S3	S	F	N	28.5	2.767692	1.07	390.85		2	0	0	0	10		
5047.2yr.F	5047	C	2yr	882	6.782192056	F	F	F	N	127.363636	3.097757	0.72	637.3		2	0	0	0	10	3.58	3.86
5047.2yr.L1	5047	C	2yr	881	6.781057626	L1	L	F	N	39	2.316161	0.72	637.3		2	0	0	0	10	3.58	3.86
5047.2yr.L2	5047	C	2yr	882	6.782192056	L2	L	F	N	25.5	2.223984	0.72	637.3		2	0	0	0	10	3.58	3.86
5047.2yr.L3	5047	C	2yr	883	6.783325201	L3	L	F	N	26	2.21942	0.72	637.3		2	0	0	0	10	3.58	3.86
5047.2yr.S1	5047	C	2yr	881	6.781057626	S1	S	F	N	56	2.321595	0.72	637.3		2	0	0	0	10	3.58	3.86
5047.2yr.S2	5047	C	2yr	882	6.782192056	S2	S	F	N	24.5	2.106195	0.72	637.3		2	0	0	0	10	3.58	3.86
5047.2yr.S3	5047	C	2yr	883	6.783325201	S3	S	F	N	76	2.218444	0.72	637.3		2	0	0	0	10	3.58	3.86
5048.1yr.F	5048	B	1yr	363	5.894402834	F	F	F	N	31.6	2.394039	0.92	336.57		0	0	0	0	8		
5048.1yr.L1	5048	B	1yr	363	5.894402834	L1	L	F	N	40	2.68069	0.92	336.57		0	0	0	0	8		
5048.1yr.L2	5048	B	1yr	364	5.897153868	L2	L	F	N	26.5	2.743741	0.92	336.57		0	0	0	0	8		
5048.1yr.L3	5048	B	1yr	365	5.899897354	L3	L	F	N	32.25	2.621835	0.92	336.57		0	0	0	0	8		
