Sample	Animal	Diet	AgeGroup	AgeExact	Daysln	TypeAll	Type	Sex	ScourSample	chao	shannon	ADGKG	Gain	TotalIntake	ill.scour	ill.resp	ill.ketosis	ill.mastitis	ill.all	MPE	Effic
5048.2yr.L3	5048	B	2yr	858	6.754604099	L3	L	F	N	25.5	2.44123	0.55	473.4		0	0	0	9	17	5.15	8.24
5048.2yr.S1	5048	B	2yr	856	6.752270376	S1	S	F	N	19.666667	2.227881	0.55	473.4		0	0	0	9	17	5.15	8.24
5048.2yr.S2	5048	B	2yr	857	6.753437919	S2	S	F	N	12	1.920343	0.55	473.4		0	0	0	9	17	5.15	8.24
5048.2yr.S3	5048	B	2yr	858	6.754604099	S3	S	F	N	14.166667	1.963484	0.55	473.4		0	0	0	9	17	5.15	8.24
5048.4w.F	5048	B	4w	25	3.218875825	F	F	F	N	15.2	1.998766	1.48	34.02	1197	0	0	0	0	0		
5048.8w.F	5048	B	8w	54	3.988984047	F	F	F	N	6	1.124286	1.11	57.61	22545	0	0	0	0	0		
5049.1yr.F	5049	A	1yr	359	5.883322388	F	F	F	N	28.625	2.325956	0.86	314.49		0	6	0	0	26		
5049.2w.F	5049	A	2w	11	2.397895273	F	F	F	N	17	1.630117	0.76	6.8	426	0	6	0	0	6		
5049.2yr.F	5049	A	2yr	867	6.765038977	F	F	F	N	11	1.918003	0.69	596.47		0	6	0	9	35	8.06	15.42
5049.4w.F	5049	A	4w	26	3.258096538	F	F	F	N	2	0.198515	0.64	15.42	2315	0	6	0	0	6		
5050.1yr.F	5050	B	1yr	369	5.910796644	F	F	F	N	14	1.526686	0.8	289.69		0	0	0	0	8		
5050.2w.F	5050	B	2w	11	2.397895273	F	F	F	N	16.111111	1.600161	0.86	7.71	513	0	0	0	0	0		
5050.2yr.F	5050	B	2yr	842	6.735780014	F	F	F	N	11.333333	1.985791	0.66	553.53		0	0	0	119	127	5.69	9.48
5050.4w.F	5050	B	4w	27	3.295836866	F	F	F	N	5.333333	0.306747	0.93	23.13	2238	0	0	0	0	0		
5050.8w.F	5050	B	8w	53	3.970291914	F	F	F	N	10.75	1.333946	1.25	63.96	17586	0	0	0	0	0		
5051.1yr.F	5051	C	1yr	369	5.910796644	F	F	F	N	20	2.172459	0.86	314.49		0	0	0	0	23		
5051.2w.F	5051	C	2w	11	2.397895273	F	F	F	N	8	0.708695	1.16	10.43	284	0	0	0	0	0		
5051.2yr.F	5051	C	2yr	840	6.733401892	F	F	F	N	13.2	2.066605	0.63	533.73		0	0	0	40	63	3.09	4.97
5051.4w.F	5051	C	4w	27	3.295836866	F	F	F	N	5	0.91439	1.05	26.31	2255	0	0	0	0	0		
5051.8w.F	5051	C	8w	53	3.970291914	F	F	F	N	28	1.517563	1.42	72.57	25891	0	0	0	0	11		
5052.1yr.F	5052	B	1yr	367	5.905361848	F	F	F	N	29	2.199404	0.85	309.35		0	0	0	0	9		
5052.1yr.L1	5052	B	1yr	367	5.905361848	L1	L	F	Y	35.75	2.255216	0.85	309.35		0	0	0	0	9		
5052.1yr.L2	5052	B	1yr	368	5.908082938	L2	L	F	Y	40.5	1.921432	0.85	309.35		0	0	0	0	9		
5052.1yr.L3	5052	B	1yr	369	5.910796644	L3	L	F	Y	36.2	2.389469	0.85	309.35		0	0	0	0	9		
5052.1yr.S1	5052	B	1yr	367	5.905361848	S1	S	F	Y	17.5	1.928059	0.85	309.35		0	0	0	0	9		
5052.1yr.S2	5052	B	1yr	368	5.908082938	S2	S	F	Y	31.5	2.436321	0.85	309.35		0	0	0	0	9		
5052.1yr.S3	5052	B	1yr	369	5.910796644	S3	S	F	Y	16.2	2.058992	0.85	309.35		0	0	0	0	9		
5052.2w.F	5052	B	2w	13	2.564949357	F	F	F	N	21.142857	1.990305	0.08	0.91	597	0	0	0	0	0		
5052.2yr.F	5052	B	2yr	1033	6.940222469	F	F	F	N	13.2	1.821479	0.59	608.72		0	0	0	0	9	4.07	4.91
5052.2yr.L1	5052	B	2yr	1032	6.939253946	L1	L	F	Y	30.857143	2.419935	0.59	608.72		0	0	0	0	9	4.07	4.91
5052.2yr.L2	5052	B	2yr	1033	6.940222469	L2	L	F	Y	22.2	2.2044	0.59	608.72		0	0	0	0	9	4.07	4.91
5052.2yr.L3	5052	B	2yr	1034	6.941190055	L3	L	F	Y	25.6	2.272891	0.59	608.72		0	0	0	0	9	4.07	4.91
5052.2yr.S1	5052	B	2yr	1032	6.939253946	S1	S	F	Y	15.5	1.780517	0.59	608.72		0	0	0	0	9	4.07	4.91
5052.2yr.S2	5052	B	2yr	1033	6.940222469	S2	S	F	Y	13	1.586554	0.59	608.72		0	0	0	0	9	4.07	4.91
5052.2yr.S3	5052	B	2yr	1034	6.941190055	S3	S	F	Y	19.5	1.603726	0.59	608.72		0	0	0	0	9	4.07	4.91
5052.4w.F	5052	B	4w	25	3.218875825	F	F	F	N	4	0.696187	0.91	20.87	1929	0	0	0	0	0		
5052.8w.F	5052	B	8w	57	4.043051268	F	F	F	N	8	1.153321	0.92	50.8	16604	0	0	0	0	0		
5053.1yr.F	5053	A	1yr	365	5.899897354	F	F	F	N	18.75	1.806203	0.93	339.14		18	12	0	0	38		
5053.1yr.L1	5053	A	1yr	365	5.899897354	L1	L	F	Y	40.333333	2.301857	0.93	339.14		18	12	0	0	38		
5053.1yr.L2	5053	A	1yr	366	5.902633333	L2	L	F	Y	24.6	2.108915	0.93	339.14		18	12	0	0	38		
5053.1yr.L3	5053	A	1yr	367	5.905361848	L3	L	F	Y	24.2	2.419988	0.93	339.14		18	12	0	0	38		
5053.1yr.S1	5053	A	1yr	365	5.899897354	S1	S	F	Y	24	2.07152	0.93	339.14		18	12	0	0	38		
5053.1yr.S2	5053	A	1yr	366	5.902633333	S2	S	F	Y	19.75	2.010344	0.93	339.14		18	12	0	0	38		
5053.1yr.S3	5053	A	1yr	367	5.905361848	S3	S	F	Y	16.857143	2.031841	0.93	339.14		18	12	0	0	38		
5053.2w.F	5053	A	2w	11	2.397895273	F	F	F	Y	11.75	0.953439	0.05	0.45	834	2	0	0	0	2		
5053.2yr.F	5053	A	2yr	827	6.717804695	F	F	F	N	23.142857	2.50022	0.6	494.11		18	12	0	0	44	4.22	5.54
5053.2yr.L1	5053	A	2yr	826	6.716594774	L1	L	F	Y	26.25	2.576224	0.6	494.11		18	12	0	0	44	4.22	5.54
5053.2yr.L2	5053	A	2yr	827	6.717804695	L2	L	F	Y	21.666667	2.524499	0.6	494.11		18	12	0	0	44	4.22	5.54
5053.2yr.L3	5053	A	2yr	828	6.719013154	L3	L	F	Y	21.75	2.300438	0.6	494.11		18	12	0	0	44	4.22	5.54
5053.2yr.S1	5053	A	2yr	826	6.716594774	S1	S	F	Y	18.666667	2.07431	0.6	494.11		18	12	0	0	44	4.22	5.54
5053.2yr.S2	5053	A	2yr	827	6.717804695	S2	S	F	Y	17	2.061768	0.6	494.11		18	12	0	0	44	4.22	5.54
5053.2yr.S3	5053	A	2yr	828	6.719013154	S3	S	F	Y	40.5	1.92691	0.6	494.11		18	12	0	0	44	4.22	5.54
5053.4w.F	5053	A	4w	27	3.295836866	F	F	F	N	7.333333	1.32548	1.42	34.02	2288	6	0	0	0	6		
5053.8w.F	5053	A	8w	55	4.007333185	F	F	F	N	5	0.364074	0.88	46.72	16671	18	12	0	0	30		
5054.1yr.F	5054	C	1yr	364	5.897153868	F	F	F	N	15	2.332098	0.88	320.54		5	10	0	0	23		
5054.1yr.L1	5054	C	1yr	364	5.897153868	L1	L	F	Y	29	2.269303	0.88	320.54		5	10	0	0	23		
5054.1yr.L2	5054	C	1yr	365	5.899897354	L2	L	F	Y	30.5	2.372265	0.88	320.54		5	10	0	0	23		
5054.1yr.L3	5054	C	1yr	366	5.902633333	L3	L	F	Y	29.428571	2.261624	0.88	320.54		5	10	0	0	23		
5054.1yr.S1	5054	C	1yr	364	5.897153868	S1	S	F	Y	22.5	2.054408	0.88	320.54		5	10	0	0	23		
5054.1yr.S2	5054	C	1yr	365	5.899897354	S2	S	F	Y	25	2.192005	0.88	320.54		5	10	0	0	23		
5054.1yr.S3	5054	C	1yr	366	5.902633333	S3	S	F	Y	29.5	2.490664	0.88	320.54		5	10	0	0	23		
5054.2w.F	5054	C	2w	12	2.48490665	F	F	F	Y	11	0.947874	2.09	20.87	167	3	0	0	0	3		
5054.2yr.F	5054	C	2yr	843	6.736966958	F	F	F	N	20.75	1.862465	0.61	514.07		5	10	0	0	23	6.29	9.35
5054.2yr.L1	5054	C	2yr	841	6.73459166	L1	L	F	Y	29.111111	2.706768	0.61	514.07		5	10	0	0	23	6.29	9.35
5054.2yr.L2	5054	C	2yr	842	6.735780014	L2	L	F	Y	23.5	2.286576	0.61	514.07		5	10	0	0	23	6.29	9.35
5054.2yr.L3	5054	C	2yr	843	6.736966958	L3	L	F	Y	21.666667	2.511576	0.61	514.07		5	10	0	0	23	6.29	9.35
5054.2yr.S1	5054	C	2yr	841	6.73459166	S1	S	F	Y	15	2.208031	0.61	514.07		5	10	0	0	23	6.29	9.35
5054.2yr.S2	5054	C	2yr	842	6.735780014	S2	S	F	Y	25.5	2.366473	0.61	514.07		5	10	0	0	23	6.29	9.35
5054.2yr.S3	5054	C	2yr	843	6.736966958	S3	S	F	Y	16	2.225679	0.61	514.07		5	10	0	0	23	6.29	9.35
5054.4w.F	5054	C	4w	26	3.258096538	F	F	F	N	17.5	0.877922	1.42	34.02	637	5	0	0	0	5		
5054.8w.F	5054	C	8w	54	3.988984047	F	F	F	N	12	1.462647	1.02	53.07	8838	5	10	0	0	15		
5055.1yr.F	5055	C	1yr	361	5.888877958	F	F	F	N	16	2.183941	1.01	368.47		7	0	0	0	7		
5055.2w.F	5055	C	2w	14	2.63905733	F	F	F	Y	10.142857	0.781902	0.91	10.89	453	6	0	0	0	6		
5055.4w.F	5055	C	4w	26	3.258096538	F	F	F	N	4	0.759999	0.34	8.85	2352	7	0	0	0	7		
5057.1yr.F	5057	B	1yr	364	5.897153868	F	F	F	N	31	2.083667	0.97	351.99		5	0	0	0	5		
5057.2w.F	5057	B	2w	11	2.397895273	F	F	F	Y	9.2	1.145024	1.61	14.51	269	3	3	0	0	3		
5057.2yr.F	5057	B	2yr	809	6.695798917	F	F	F	N	13	1.595516	0.71	578.78		5	0	0	0	5	7.6	10.23
5057.4w.F	5057	B	4w	25	3.218875825	F	F	F	N	9	0.95074	1.4	32.21	1971	5	5	0	0	5		
5058.1yr.F	5058	A	1yr	364	5.897153868	F	F	F	N	12.5	1.220252	0.94	341.4		5	0	0	0	14		
5058.2w.F	5058	A	2w	11	2.397895273	F	F	F	Y	8	1.006114	0.76	6.8	357	1	0	0	0	1		
5058.2yr.F	5058	A	2yr	752	6.622736324	F	F	F	N	12.5	1.903522	0.75	566.69		5	0	0	0	14	3.44	5.73
5058.4w.F	5058	A	4w	25	3.218875825	F	F	F	N	3	0.499953	1.1	25.4	1081	5	0	0	0	5		
5059.1yr.F	5059	C	1yr	364	5.897153868	F	F	F	N	18.5	1.914519	0.96	348.21		0	0	0	0	11		
5059.2w.F	5059	C	2w	11	2.397895273	F	F	F	N	6.333333	0.582241	1.56	14.06	229	0	0	0	0	0		
5059.2yr.F	5059	C	2yr	814	6.701960366	F	F	F	N	13	2.107494	0.73	598.44		0	0	0	0	11	3.75	5.63
5059.4w.F	5059	C	4w	25	3.218875825	F	F	F	N	5	0.842597	1.16	26.76	1989	0	0	0	0	0		
5062.1yr.F	5062	B	1yr	361	5.888877958	F	F	F	N	15.5	1.6238	0.9	328.85		11	8	0	0	27		
5062.2w.F	5062	B	2w	15	2.708050201	F	F	F	N	15.857143	1.273735	1.05	13.61	593	6	0	0	0	14		
5062.2yr.F	5062	B	2yr	833	6.725033642	F	F	F	N	19.25	1.70482	0.63	522.76		11	0	0	0	27	3.29	4.33
5062.4w.F	5062	B	4w	29	3.36729583	F	F	F	N	4	1.086705	0.79	21.32	1088	11	4	0	0	23		
5063.1yr.F	5063	A	1yr	360	5.886104031	F	F	F	N	14.5	1.253634	0.86	314.34		5	0	0	0	12		
5063.2w.F	5063	A	2w	14	2.63905733	F	F	F	N	6	0.75525	0.49	5.9	832	0	0	0	0	0		
5063.2yr.F	5063	A	2yr	862	6.759255271	F	F	F	N	14	1.743341	0.67	579.69		5	0	1	9	22	4.69	6.67
5063.4w.F	5063	A	4w	28	3.33220451	F	F	F	N	3	0.844228	1.01	26.31	1738	5	0	0	0	5		
