"ETOH"	"Lactate"
"Otu01304"	NA	NA
"Otu01308"	NA	NA
"Otu01309"	NA	NA
"Otu01310"	NA	NA
"Otu01312"	NA	NA
"Otu01314"	NA	NA
"Otu01316"	NA	NA
"Otu01317"	NA	NA
"Otu01319"	NA	NA
"Otu01320"	NA	NA
"Otu01321"	NA	NA
"Otu01322"	NA	NA
"Otu01323"	NA	NA
"Otu01324"	NA	NA
"Otu01326"	NA	NA
"Otu01327"	NA	NA
"Otu01328"	NA	NA
"Otu01332"	NA	NA
"Otu01333"	NA	NA
"Otu01339"	NA	NA
"Otu01343"	NA	NA
"Otu01345"	NA	NA
"Otu01347"	NA	NA
"Otu01349"	NA	NA
"Otu01352"	NA	NA
"Otu01356"	NA	NA
"Otu01357"	NA	NA
"Otu01359"	NA	NA
"Otu01361"	NA	NA
"Otu01366"	NA	NA
"Otu01374"	NA	NA
"Otu01379"	NA	NA
"Otu01380"	NA	NA
"Otu01381"	NA	NA
"Otu01386"	NA	NA
"Otu01387"	NA	NA
"Otu01390"	NA	NA
"Otu01396"	-0.369274472937998	-0.418330013267038
"Otu01397"	NA	NA
"Otu01400"	NA	NA
"Otu01401"	NA	NA
"Otu01402"	NA	NA
"Otu01407"	NA	NA
"Otu01413"	NA	NA
"Otu01418"	NA	NA
"Otu01419"	NA	NA
"Otu01421"	-0.123091490979333	0
"Otu01423"	-0.369274472937998	-0.418330013267038
"Otu01424"	NA	NA
"Otu01425"	NA	NA
"Otu01426"	NA	NA
"Otu01428"	NA	NA
"Otu01433"	NA	NA
"Otu01435"	NA	NA
"Otu01436"	NA	NA
"Otu01437"	0.492365963917331	-0.239045721866879
"Otu01441"	NA	NA
"Otu01442"	NA	NA
"Otu01443"	NA	NA
"Otu01444"	NA	NA
"Otu01446"	NA	NA
"Otu01447"	NA	NA
"Otu01448"	NA	NA
"Otu01449"	NA	NA
"Otu01451"	0.369274472937998	0.478091443733757
"Otu01452"	NA	NA
"Otu01454"	NA	NA
"Otu01459"	NA	NA
"Otu01466"	NA	NA
"Otu01467"	NA	NA
"Otu01470"	NA	NA
"Otu01474"	NA	NA
"Otu01478"	NA	NA
"Otu01483"	NA	NA
"Otu01490"	NA	NA
"Otu01493"	NA	NA
"Otu01499"	NA	NA
"Otu01500"	NA	NA
"Otu01501"	NA	NA
"Otu01504"	NA	NA
"Otu01507"	NA	NA
"Otu01510"	NA	NA
"Otu01512"	-0.123091490979333	0
"Otu01513"	NA	NA
"Otu01516"	NA	NA
"Otu01518"	NA	NA
"Otu01521"	-0.369274472937998	-0.418330013267038
"Otu01522"	NA	NA
"Otu01526"	NA	NA
"Otu01531"	NA	NA
"Otu01534"	NA	NA
"Otu01535"	NA	NA
"Otu01540"	NA	NA
"Otu01544"	NA	NA
"Otu01545"	NA	NA
"Otu01548"	NA	NA
"Otu01549"	NA	NA
"Otu01550"	NA	NA
"Otu01559"	0.123091490979333	0.239045721866879
"Otu01563"	NA	NA
"Otu01567"	NA	NA
"Otu01569"	NA	NA
"Otu01570"	NA	NA
"Otu01572"	NA	NA
"Otu01573"	NA	NA
"Otu01578"	NA	NA
"Otu01581"	NA	NA
"Otu01584"	NA	NA
"Otu01587"	NA	NA
"Otu01588"	NA	NA
"Otu01589"	NA	NA
"Otu01590"	NA	NA
"Otu01592"	NA	NA
"Otu01594"	NA	NA
"Otu01595"	NA	NA
"Otu01596"	NA	NA
"Otu01598"	NA	NA
"Otu01599"	NA	NA
"Otu01601"	NA	NA
"Otu01602"	NA	NA
"Otu01603"	NA	NA
"Otu01605"	NA	NA
"Otu01609"	NA	NA
"Otu01610"	NA	NA
"Otu01612"	NA	NA
"Otu01613"	NA	NA
"Otu01619"	NA	NA
"Otu01620"	NA	NA
"Otu01623"	NA	NA
"Otu01629"	-0.369274472937998	-0.418330013267038
"Otu01630"	0.246182981958665	0.119522860933439
"Otu01632"	NA	NA
"Otu01634"	NA	NA
"Otu01636"	NA	NA
"Otu01641"	NA	NA
"Otu01645"	NA	NA
"Otu01646"	NA	NA
"Otu01647"	NA	NA
"Otu01649"	NA	NA
"Otu01653"	NA	NA
"Otu01654"	NA	NA
"Otu01666"	NA	NA
"Otu01677"	NA	NA
"Otu01680"	NA	NA
"Otu01682"	NA	NA
"Otu01683"	NA	NA
"Otu01685"	NA	NA
"Otu01686"	NA	NA
"Otu01688"	NA	NA
"Otu01701"	NA	NA
"Otu01704"	NA	NA
"Otu01707"	NA	NA
"Otu01708"	NA	NA
"Otu01709"	NA	NA
"Otu01711"	0.246182981958665	0.119522860933439
"Otu01718"	NA	NA
"Otu01722"	NA	NA
"Otu01726"	NA	NA
"Otu01729"	NA	NA
"Otu01731"	NA	NA
"Otu01741"	-0.369274472937998	-0.418330013267038
"Otu01742"	NA	NA
"Otu01743"	-0.123091490979333	0
"Otu01748"	NA	NA
"Otu01754"	NA	NA
"Otu01757"	NA	NA
"Otu01758"	NA	NA
"Otu01771"	NA	NA
"Otu01773"	NA	NA
"Otu01775"	NA	NA
"Otu01781"	NA	NA
"Otu01782"	0.123091490979333	0.239045721866879
"Otu01787"	NA	NA
"Otu01788"	NA	NA
"Otu01792"	NA	NA
"Otu01804"	NA	NA
"Otu01805"	NA	NA
"Otu01806"	NA	NA
"Otu01808"	NA	NA
"Otu01811"	NA	NA
"Otu01812"	NA	NA
"Otu01813"	NA	NA
"Otu01818"	NA	NA
"Otu01821"	NA	NA
"Otu01822"	NA	NA
"Otu01824"	NA	NA
"Otu01828"	NA	NA
"Otu01829"	NA	NA
"Otu01830"	NA	NA
"Otu01833"	NA	NA
"Otu01842"	NA	NA
"Otu01845"	NA	NA
"Otu01847"	NA	NA
"Otu01849"	NA	NA
"Otu01859"	NA	NA
"Otu01867"	NA	NA
"Otu01871"	NA	NA
"Otu01873"	NA	NA
"Otu01874"	NA	NA
"Otu01877"	NA	NA
"Otu01887"	NA	NA
"Otu01892"	NA	NA
"Otu01898"	NA	NA
"Otu01901"	NA	NA
"Otu01906"	NA	NA
"Otu01908"	NA	NA
"Otu01921"	NA	NA
"Otu01923"	NA	NA
"Otu01932"	NA	NA
"Otu01937"	NA	NA
"Otu01938"	NA	NA
"Otu01941"	NA	NA
"Otu01942"	NA	NA
"Otu01947"	NA	NA
"Otu01948"	0.123091490979333	0.239045721866879
"Otu01956"	-0.369274472937998	0.358568582800318
"Otu01960"	NA	NA
"Otu01967"	NA	NA
"Otu01979"	NA	NA
"Otu01984"	NA	NA
"Otu01988"	-0.369274472937998	0.358568582800318
"Otu01989"	NA	NA
"Otu02000"	NA	NA
"Otu02002"	NA	NA
"Otu02003"	0.246182981958665	0.119522860933439
"Otu02004"	0.123091490979333	0.239045721866879
"Otu02013"	NA	NA
"Otu02015"	NA	NA
"Otu02020"	NA	NA
"Otu02021"	NA	NA
"Otu02024"	NA	NA
"Otu02025"	NA	NA
"Otu02026"	NA	NA
"Otu02030"	NA	NA
"Otu02036"	NA	NA
"Otu02044"	NA	NA
"Otu02048"	NA	NA
"Otu02049"	NA	NA
"Otu02051"	NA	NA
"Otu02053"	NA	NA
"Otu02059"	NA	NA
"Otu02061"	NA	NA
"Otu02067"	NA	NA
"Otu02069"	NA	NA
"Otu02071"	NA	NA
"Otu02072"	NA	NA
"Otu02075"	NA	NA
"Otu02085"	NA	NA
"Otu02086"	NA	NA
"Otu02089"	0.369274472937998	0.478091443733757
"Otu02096"	NA	NA
"Otu02098"	NA	NA
"Otu02099"	NA	NA
"Otu02105"	0.123091490979333	0.239045721866879
"Otu02111"	NA	NA
"Otu02116"	NA	NA
"Otu02124"	NA	NA
"Otu02129"	NA	NA
"Otu02134"	-0.369274472937998	0.358568582800318
"Otu02148"	-0.369274472937998	-0.418330013267038
"Otu02153"	NA	NA
"Otu02159"	NA	NA
"Otu02160"	NA	NA
"Otu02163"	NA	NA
"Otu02166"	NA	NA
"Otu02173"	NA	NA
"Otu02177"	NA	NA
"Otu02183"	NA	NA
"Otu02184"	NA	NA
"Otu02185"	NA	NA
"Otu02187"	NA	NA
"Otu02189"	NA	NA
"Otu02202"	NA	NA
"Otu02207"	NA	NA
"Otu02213"	NA	NA
"Otu02217"	NA	NA
"Otu02218"	NA	NA
"Otu02221"	NA	NA
"Otu02224"	0.492365963917331	-0.239045721866879
"Otu02238"	NA	NA
"Otu02241"	NA	NA
"Otu02242"	NA	NA
"Otu02243"	NA	NA
"Otu02254"	NA	NA
"Otu02256"	NA	NA
"Otu02259"	NA	NA
"Otu02261"	NA	NA
"Otu02264"	NA	NA
"Otu02274"	NA	NA
"Otu02276"	NA	NA
"Otu02279"	NA	NA
"Otu02283"	NA	NA
"Otu02288"	NA	NA
"Otu02289"	NA	NA
"Otu02290"	NA	NA
"Otu02310"	NA	NA
"Otu02323"	NA	NA
"Otu02330"	NA	NA
"Otu02351"	0.123091490979333	0.239045721866879
"Otu02357"	NA	NA
"Otu02359"	NA	NA
"Otu02360"	NA	NA
"Otu02372"	NA	NA
"Otu02381"	NA	NA
"Otu02386"	NA	NA
"Otu02388"	NA	NA
"Otu02392"	NA	NA
"Otu02408"	NA	NA
"Otu02410"	NA	NA
"Otu02412"	NA	NA
"Otu02414"	NA	NA
"Otu02420"	NA	NA
"Otu02424"	NA	NA
"Otu02449"	NA	NA
"Otu02456"	NA	NA
"Otu02464"	-0.369274472937998	-0.418330013267038
"Otu02469"	NA	NA
"Otu02471"	NA	NA
"Otu02472"	NA	NA
"Otu02474"	NA	NA
"Otu02476"	NA	NA
"Otu02478"	NA	NA
"Otu02480"	NA	NA
"Otu02492"	0	-0.119522860933439
"Otu02511"	NA	NA
"Otu02516"	NA	NA
"Otu02525"	NA	NA
"Otu02537"	NA	NA
"Otu02538"	NA	NA
"Otu02539"	NA	NA
"Otu02541"	NA	NA
"Otu02549"	NA	NA
"Otu02566"	NA	NA
"Otu02568"	NA	NA
"Otu02570"	NA	NA
"Otu02573"	0.246182981958665	0.119522860933439
"Otu02577"	NA	NA
"Otu02579"	NA	NA
"Otu02584"	NA	NA
"Otu02588"	NA	NA
"Otu02590"	0.246182981958665	0.119522860933439
"Otu02605"	NA	NA
"Otu02609"	NA	NA
"Otu02616"	NA	NA
"Otu02622"	NA	NA
"Otu02629"	NA	NA
"Otu02648"	0.492365963917331	-0.239045721866879
"Otu02651"	NA	NA
"Otu02661"	-0.369274472937998	0.358568582800318
"Otu02674"	NA	NA
"Otu02675"	NA	NA
"Otu02684"	NA	NA
"Otu02697"	NA	NA
"Otu02700"	NA	NA
"Otu02707"	-0.369274472937998	-0.418330013267038
"Otu02708"	NA	NA
"Otu02713"	NA	NA
"Otu02715"	NA	NA
"Otu02720"	NA	NA
"Otu02729"	NA	NA
"Otu02730"	NA	NA
"Otu02767"	0.123091490979333	0.239045721866879
"Otu02778"	NA	NA
"Otu02798"	NA	NA
"Otu02801"	NA	NA
"Otu02807"	NA	NA
"Otu02835"	NA	NA
"Otu02840"	NA	NA
"Otu02844"	NA	NA
"Otu02859"	NA	NA
"Otu02886"	NA	NA
"Otu02906"	NA	NA
"Otu02916"	NA	NA
"Otu02944"	0.123091490979333	0.239045721866879
"Otu02945"	NA	NA
"Otu02947"	NA	NA
"Otu02949"	NA	NA
"Otu02951"	NA	NA
"Otu02962"	NA	NA
"Otu02970"	0.492365963917331	-0.239045721866879
"Otu02974"	NA	NA
"Otu02976"	NA	NA
"Otu02978"	NA	NA
"Otu03000"	-0.369274472937998	0.358568582800318
"Otu03006"	NA	NA
"Otu03009"	0.246182981958665	0.119522860933439
"Otu03027"	NA	NA
"Otu03038"	NA	NA
"Otu03042"	NA	NA
"Otu03047"	-0.369274472937998	0.358568582800318
"Otu03054"	NA	NA
"Otu03061"	NA	NA
"Otu03064"	NA	NA
"Otu03071"	NA	NA
"Otu03085"	NA	NA
"Otu03088"	NA	NA
"Otu03098"	-0.369274472937998	0.358568582800318
"Otu03102"	NA	NA
"Otu03108"	NA	NA
"Otu03121"	NA	NA
"Otu03127"	NA	NA
"Otu03136"	NA	NA
"Otu03162"	NA	NA
"Otu03166"	NA	NA
"Otu03173"	NA	NA
"Otu03183"	NA	NA
"Otu03212"	NA	NA
"Otu03222"	NA	NA
"Otu03228"	NA	NA
"Otu03232"	NA	NA
"Otu03242"	NA	NA
"Otu03244"	NA	NA
"Otu03251"	NA	NA
"Otu03278"	NA	NA
"Otu03280"	NA	NA
"Otu03291"	NA	NA
"Otu03305"	NA	NA
"Otu03306"	NA	NA
"Otu03307"	-0.369274472937998	0.358568582800318
"Otu03309"	NA	NA
"Otu03310"	NA	NA
"Otu03318"	NA	NA
"Otu03325"	NA	NA
"Otu03339"	NA	NA
"Otu03353"	NA	NA
"Otu03373"	NA	NA
"Otu03412"	-0.369274472937998	0.358568582800318
"Otu03424"	NA	NA
"Otu03470"	NA	NA
"Otu03488"	NA	NA
"Otu03492"	NA	NA
"Otu03494"	NA	NA
"Otu03506"	NA	NA
"Otu03517"	NA	NA
"Otu03521"	-0.369274472937998	-0.418330013267038
"Otu03526"	0.492365963917331	-0.239045721866879
"Otu03527"	NA	NA
"Otu03530"	NA	NA
"Otu03531"	-0.369274472937998	-0.418330013267038
"Otu03532"	NA	NA
"Otu03558"	NA	NA
"Otu03560"	NA	NA
"Otu03562"	-0.369274472937998	0.358568582800318
"Otu03589"	NA	NA
"Otu03631"	-0.369274472937998	-0.418330013267038
"Otu03636"	NA	NA
"Otu03674"	NA	NA
"Otu03677"	-0.369274472937998	0.358568582800318
"Otu03687"	NA	NA
"Otu03711"	NA	NA
"Otu03735"	0.246182981958665	0.119522860933439
"Otu03773"	NA	NA
"Otu03831"	0.492365963917331	-0.239045721866879
"Otu03832"	NA	NA
"Otu03872"	NA	NA
"Otu03876"	NA	NA
"Otu03899"	NA	NA
"Otu03903"	NA	NA
"Otu03954"	NA	NA
"Otu03975"	NA	NA
"Otu03976"	NA	NA
"Otu03994"	NA	NA
"Otu04016"	NA	NA
"Otu04022"	NA	NA
"Otu04026"	0	-0.119522860933439
"Otu04031"	NA	NA
"Otu04044"	NA	NA
"Otu04057"	NA	NA
"Otu04059"	NA	NA
"Otu04063"	NA	NA
"Otu04071"	-0.369274472937998	-0.418330013267038
"Otu04089"	NA	NA
"Otu04107"	NA	NA
"Otu04127"	NA	NA
"Otu04129"	-0.369274472937998	-0.418330013267038
"Otu04142"	-0.369274472937998	0.358568582800318
"Otu04181"	0.246182981958665	0.119522860933439
"Otu04200"	NA	NA
"Otu04216"	NA	NA
"Otu04242"	NA	NA
"Otu04243"	NA	NA
"Otu04245"	NA	NA
"Otu04262"	NA	NA
"Otu04290"	NA	NA
"Otu04297"	-0.369274472937998	0.358568582800318
"Otu04327"	-0.369274472937998	0.358568582800318
"Otu04332"	-0.369274472937998	-0.418330013267038
"Otu04347"	NA	NA
"Otu04441"	0.123091490979333	0.239045721866879
"Otu04499"	-0.369274472937998	-0.418330013267038
"Otu04503"	NA	NA
"Otu04535"	NA	NA
"Otu04591"	0.123091490979333	0.239045721866879
"Otu04596"	NA	NA
"Otu04632"	NA	NA
"Otu04680"	NA	NA
"Otu04686"	NA	NA
"Otu04691"	NA	NA
"Otu04693"	0.246182981958665	0.119522860933439
"Otu04710"	NA	NA
"Otu04725"	NA	NA
"Otu04813"	NA	NA
"Otu04821"	NA	NA
"Otu04873"	NA	NA
"Otu04892"	NA	NA
"Otu04926"	NA	NA
"Otu04967"	NA	NA
"Otu05067"	0.123091490979333	0.239045721866879
"Otu05097"	NA	NA
"Otu05107"	NA	NA
"Otu05113"	NA	NA
"Otu05211"	NA	NA
"Otu05248"	NA	NA
"Otu05270"	0.123091490979333	0.239045721866879
"Otu05354"	NA	NA
"Otu05434"	NA	NA
"Otu05437"	-0.369274472937998	0.358568582800318
"Otu05438"	NA	NA
"Otu05484"	-0.369274472937998	-0.418330013267038
"Otu05536"	NA	NA
"Otu05556"	0.246182981958665	0.119522860933439
"Otu05587"	-0.369274472937998	0.358568582800318
"Otu05738"	0	-0.119522860933439
"Otu05821"	NA	NA
"Otu06025"	NA	NA
"Otu06055"	NA	NA
"Otu06079"	NA	NA
"Otu06182"	-0.369274472937998	0.358568582800318
"Otu06225"	NA	NA
"Otu06267"	NA	NA
"Otu06302"	NA	NA
"Otu06328"	0.123091490979333	0.239045721866879
"Otu06382"	NA	NA
"Otu06707"	NA	NA
"Otu06811"	0.123091490979333	0.239045721866879
"Otu06911"	-0.369274472937998	0.358568582800318
"Otu06930"	NA	NA
"Otu06972"	NA	NA
"Otu07045"	NA	NA
"Otu07152"	0.123091490979333	0.239045721866879
"Otu07290"	NA	NA
"Otu07314"	-0.369274472937998	0.358568582800318
"Otu07528"	0.123091490979333	0.239045721866879
"Otu08064"	NA	NA
"Otu08222"	NA	NA
"Otu08236"	NA	NA
"Otu08321"	0.246182981958665	0.119522860933439
"Otu08402"	NA	NA
"Otu08881"	0.246182981958665	0.119522860933439
"Otu09879"	NA	NA
"Otu10888"	NA	NA
"Otu11808"	NA	NA
"Otu12374"	0.123091490979333	0.239045721866879
"Otu15655"	NA	NA
