Sample	Animal	Diet	AgeGroup	AgeExact	Daysln	TypeAll	Type	Sex	ScourSample	chao	shannon	ADGKG	Gain	TotalIntake	ill.scour	ill.resp	ill.ketosis	ill.mastitis	ill.all	MPE	Effic
5027.1yr.F	5027	B	1yr	359	5.883322388	F	F	F	N	70	2.712072	0.91	332.94		8	0	0	0	8		
5027.2yr.F	5027	B	2yr	892	6.793466133	F	F	F	N	417.181818	3.625252	0.65	578.63		8	0	0	0	8	4.97	6.75
5028.1yr.F	5028	C	1yr	358	5.880532986	F	F	F	N	76	2.302887	1	364.39		12	0	0	0	12		
5028.2yr.F	5028	C	2yr	855	6.751101469	F	F	F	N	137.909091	2.306599	0.67	574.55		12	0	0	10	22	5.89	8.27
5031.1yr.F	5031	A	1yr	368	5.908082938	F	F	F	N	358.666667	3.466068	0.86	311.62		14	0	0	0	14		
5031.1yr.L1	5031	A	1yr	368	5.908082938	L1	L	F	N	182.333333	2.277299	0.86	311.62		14	0	0	0	14		
5031.1yr.L2	5031	A	1yr	369	5.910796644	L2	L	F	N	59.1	2.174022	0.86	311.62		14	0	0	0	14		
5031.1yr.L3	5031	A	1yr	370	5.913503006	L3	L	F	N	209.428571	2.59982	0.86	311.62		14	0	0	0	14		
5031.1yr.S1	5031	A	1yr	368	5.908082938	S1	S	F	N	50.666667	1.984714	0.86	311.62		14	0	0	0	14		
5031.1yr.S2	5031	A	1yr	369	5.910796644	S2	S	F	N	57	2.20037	0.86	311.62		14	0	0	0	14		
5031.1yr.S3	5031	A	1yr	370	5.913503006	S3	S	F	N	222	2.762321	0.86	311.62		14	0	0	0	14		
5031.2yr.F	5031	A	2yr	843	6.736966958	F	F	F	N	253	2.484815	0.63	531.61		14	0	0	9	23	3.03	5.51
5031.2yr.L1	5031	A	2yr	842	6.735780014	L1	L	F	N	52	2.204237	0.63	531.61		14	0	0	9	23	3.03	5.51
5031.2yr.L2	5031	A	2yr	843	6.736966958	L2	L	F	N	62.5	2.185615	0.63	531.61		14	0	0	9	23	3.03	5.51
5031.2yr.L3	5031	A	2yr	844	6.738152495	L3	L	F	N	61	2.228102	0.63	531.61		14	0	0	9	23	3.03	5.51
5031.2yr.S1	5031	A	2yr	842	6.735780014	S1	S	F	N	73.25	2.13342	0.63	531.61		14	0	0	9	23	3.03	5.51
5031.2yr.S2	5031	A	2yr	843	6.736966958	S2	S	F	N	102.25	2.267319	0.63	531.61		14	0	0	9	23	3.03	5.51
5031.2yr.S3	5031	A	2yr	844	6.738152495	S3	S	F	N	71.875	2.295044	0.63	531.61		14	0	0	9	23	3.03	5.51
5032.1yr.F	5032	B	1yr	367	5.905361848	F	F	F	N	63	2.095648	0.9	328.7		2	0	0	0	9		
5032.2yr.F	5032	B	2yr	836	6.728628613	F	F	F	N	554.4	3.409674	0.7	585.74		2	0	0	0	9	2.68	4.16
5034.1yr.F	5034	B	1yr	366	5.902633333	F	F	F	N	211.6	2.774554	0.88	319.03		5	0	0	0	5		
5034.1yr.L1	5034	B	1yr	366	5.902633333	L1	L	F	N	164.625	3.059304	0.88	319.03		5	0	0	0	5		
5034.1yr.L2	5034	B	1yr	367	5.905361848	L2	L	F	N	201.2	3.022167	0.88	319.03		5	0	0	0	5		
5034.1yr.L3	5034	B	1yr	368	5.908082938	L3	L	F	N	170.3	3.137591	0.88	319.03		5	0	0	0	5		
5034.1yr.S1	5034	B	1yr	366	5.902633333	S1	S	F	N	181.5	3.076039	0.88	319.03		5	0	0	0	5		
5034.1yr.S2	5034	B	1yr	367	5.905361848	S2	S	F	N	116.166667	2.726578	0.88	319.03		5	0	0	0	5		
5034.1yr.S3	5034	B	1yr	368	5.908082938	S3	S	F	N	217.75	2.793771	0.88	319.03		5	0	0	0	5		
5034.2yr.F	5034	B	2yr	850	6.745236349	F	F	F	N	58	2.295397	0.65	552.63		5	0	0	23	28	3.63	6.71
5034.2yr.L1	5034	B	2yr	849	6.744059186	L1	L	F	N	57	2.310077	0.65	552.63		5	0	0	23	28	3.63	6.71
5034.2yr.L2	5034	B	2yr	850	6.745236349	L2	L	F	N	52.2	2.294288	0.65	552.63		5	0	0	23	28	3.63	6.71
5034.2yr.L3	5034	B	2yr	851	6.746412129	L3	L	F	N	54	2.373651	0.65	552.63		5	0	0	23	28	3.63	6.71
5034.2yr.S1	5034	B	2yr	849	6.744059186	S1	S	F	N	142	2.285886	0.65	552.63		5	0	0	23	28	3.63	6.71
5034.2yr.S2	5034	B	2yr	850	6.745236349	S2	S	F	N	106.5	2.380299	0.65	552.63		5	0	0	23	28	3.63	6.71
5034.2yr.S3	5034	B	2yr	851	6.746412129	S3	S	F	N	59.1	2.387985	0.65	552.63		5	0	0	23	28	3.63	6.71
5035.1yr.F	5035	C	1yr	363	5.894402834	F	F	F	N	101	3.023436	1.09	396.44		0	0	0	0	0		
5035.1yr.L1	5035	C	1yr	363	5.894402834	L1	L	F	N	73.428571	2.665408	1.09	396.44		0	0	0	0	0		
5035.1yr.L2	5035	C	1yr	364	5.897153868	L2	L	F	N	48.333333	1.63725	1.09	396.44		0	0	0	0	0		
5035.1yr.L3	5035	C	1yr	365	5.899897354	L3	L	F	N	93	1.701245	1.09	396.44		0	0	0	0	0		
5035.1yr.S1	5035	C	1yr	363	5.894402834	S1	S	F	N	84	2.619646	1.09	396.44		0	0	0	0	0		
5035.1yr.S2	5035	C	1yr	364	5.897153868	S2	S	F	N	30	1.321114	1.09	396.44		0	0	0	0	0		
5035.1yr.S3	5035	C	1yr	365	5.899897354	S3	S	F	N	46.5	1.518635	1.09	396.44		0	0	0	0	0		
5035.2yr.F	5035	C	2yr	841	6.73459166	F	F	F	N	39.2	1.276965	0.65	546.12		0	0	0	0	1	5.93	9.11
