"","Comparison","SIMPER","OTU"
"1091","B8w_B1yr",0.013726880698553,"Otu0018"
"1092","B8w_B1yr",0.013171963989833,"Otu0015"
"1163","B8w_B2yr",0.150827501343945,"Otu0003"
"1164","B8w_B2yr",0.146531422332239,"Otu0008"
"1165","B8w_B2yr",0.130137711739159,"Otu0002"
"1166","B8w_B2yr",0.120556066289079,"Otu0001"
"1167","B8w_B2yr",0.097505743339634,"Otu0006"
"1168","B8w_B2yr",0.07845862475988,"Otu0007"
"1169","B8w_B2yr",0.074423116128862,"Otu0005"
"1170","B8w_B2yr",0.065640457811823,"Otu0009"
"1171","B8w_B2yr",0.0261696956683319,"Otu0010"
"1172","B8w_B2yr",0.020064452821392,"Otu0016"
"1173","B8w_B2yr",0.0198624879446671,"Otu0011"
"1246","C8w_A1yr",0.48799808406171,"Otu0001"
"1247","C8w_A1yr",0.094181423865816,"Otu0006"
"1248","C8w_A1yr",0.0717332692617859,"Otu0003"
"1249","C8w_A1yr",0.065036824682371,"Otu0007"
"1250","C8w_A1yr",0.063423533992817,"Otu0008"
"1251","C8w_A1yr",0.042985182932204,"Otu0011"
"1252","C8w_A1yr",0.0427663328305971,"Otu0002"
"1253","C8w_A1yr",0.034330155130987,"Otu0010"
"1254","C8w_A1yr",0.011750127322666,"Otu0015"
"1255","C8w_A1yr",0.0104250212920549,"Otu0013"
"1329","C8w_A2yr",0.500466953381896,"Otu0001"
"1330","C8w_A2yr",0.097032189260846,"Otu0009"
"1331","C8w_A2yr",0.09302038430089,"Otu0002"
"1332","C8w_A2yr",0.0779335030936961,"Otu0007"
"1333","C8w_A2yr",0.041416596453388,"Otu0003"
"1334","C8w_A2yr",0.0324952618694709,"Otu0005"
"1335","C8w_A2yr",0.024915726328976,"Otu0010"
"1336","C8w_A2yr",0.0240598330711931,"Otu0006"
"1337","C8w_A2yr",0.022255219829369,"Otu0011"
"1338","C8w_A2yr",0.017374697917915,"Otu0008"
"1339","C8w_A2yr",0.016035279470441,"Otu0020"
"1412","C8w_C1yr",0.489819800204201,"Otu0001"
"1413","C8w_C1yr",0.091102771703061,"Otu0007"
"1414","C8w_C1yr",0.075878272645986,"Otu0003"
"1415","C8w_C1yr",0.064505726021579,"Otu0002"
"1416","C8w_C1yr",0.061062842234121,"Otu0006"
"1417","C8w_C1yr",0.0456275659802849,"Otu0008"
"1418","C8w_C1yr",0.0335820050877971,"Otu0011"
"1419","C8w_C1yr",0.026582123849369,"Otu0010"
"1420","C8w_C1yr",0.024535497204046,"Otu0009"
"1421","C8w_C1yr",0.0152528162758659,"Otu0013"
"1422","C8w_C1yr",0.0122009286354511,"Otu0015"
"1423","C8w_C1yr",0.010036283600279,"Otu0022"
"1495","C8w_C2yr",0.494578951567226,"Otu0001"
"1496","C8w_C2yr",0.0853983590920641,"Otu0006"
"1497","C8w_C2yr",0.0678989113809599,"Otu0007"
"1498","C8w_C2yr",0.061789694911154,"Otu0002"
"1499","C8w_C2yr",0.057058529500903,"Otu0005"
"1500","C8w_C2yr",0.050584592409568,"Otu0009"
"1501","C8w_C2yr",0.032635840885923,"Otu0003"
"1502","C8w_C2yr",0.029123075364568,"Otu0011"
"1503","C8w_C2yr",0.026434852183579,"Otu0008"
"1504","C8w_C2yr",0.015803659899758,"Otu0020"
"1505","C8w_C2yr",0.012771116737845,"Otu0010"
"1506","C8w_C2yr",0.011422977353746,"Otu0016"
"1578","C8w_B1yr",0.487568027508103,"Otu0001"
"1579","C8w_B1yr",0.10162766659109,"Otu0006"
"1580","C8w_B1yr",0.076299163754851,"Otu0008"
"1581","C8w_B1yr",0.062517022236418,"Otu0003"
"1582","C8w_B1yr",0.048184655426289,"Otu0002"
"1583","C8w_B1yr",0.0477595157251659,"Otu0007"
"1584","C8w_B1yr",0.036828118820603,"Otu0010"
"1585","C8w_B1yr",0.032889537050059,"Otu0011"
"1586","C8w_B1yr",0.014462944814154,"Otu0009"
"1587","C8w_B1yr",0.0112852106329691,"Otu0013"
"1588","C8w_B1yr",0.010834195296881,"Otu0018"
"1589","C8w_B1yr",0.010396200912279,"Otu0015"
"1661","C8w_B2yr",0.496979460925802,"Otu0001"
"1662","C8w_B2yr",0.085380618574246,"Otu0006"
"1663","C8w_B2yr",0.076171122223299,"Otu0005"
"1664","C8w_B2yr",0.0703330003149319,"Otu0007"
"1665","C8w_B2yr",0.063628624229584,"Otu0002"
"1666","C8w_B2yr",0.053545089605388,"Otu0009"
"1667","C8w_B2yr",0.033658086255667,"Otu0003"
"1668","C8w_B2yr",0.0179859630380921,"Otu0016"
"1669","C8w_B2yr",0.017805795828998,"Otu0011"
"1670","C8w_B2yr",0.014103504149078,"Otu0008"
"1671","C8w_B2yr",0.0119495634418419,"Otu0010"
"1744","A1yr_A2yr",0.172486467237254,"Otu0009"
"1745","A1yr_A2yr",0.135219064700962,"Otu0002"
"1746","A1yr_A2yr",0.132497114204147,"Otu0006"
"1747","A1yr_A2yr",0.101976527356476,"Otu0008"
"1748","A1yr_A2yr",0.088665586849112,"Otu0007"
"1749","A1yr_A2yr",0.062689520479712,"Otu0003"
"1750","A1yr_A2yr",0.056694293870253,"Otu0005"
"1751","A1yr_A2yr",0.052486595814054,"Otu0011"
"1752","A1yr_A2yr",0.029174009253385,"Otu0020"
"1753","A1yr_A2yr",0.025432680511054,"Otu0010"
"1754","A1yr_A2yr",0.0178284251277691,"Otu0013"
"1755","A1yr_A2yr",0.015283578066744,"Otu0015"
"1756","A1yr_A2yr",0.01514770917068,"Otu0022"
"1757","A1yr_A2yr",0.011885499357465,"Otu0018"
"1758","A1yr_A2yr",0.0112203433865981,"Otu0016"
"1827","A1yr_C1yr",0.148700830294392,"Otu0007"
"1828","A1yr_C1yr",0.140235332089285,"Otu0008"
"1829","A1yr_C1yr",0.140036085972433,"Otu0002"
"1830","A1yr_C1yr",0.137006137956685,"Otu0006"
"1831","A1yr_C1yr",0.108063133504371,"Otu0003"
"1832","A1yr_C1yr",0.0725053488198431,"Otu0011"
"1833","A1yr_C1yr",0.0461755464274579,"Otu0009"
"1834","A1yr_C1yr",0.0347485627554791,"Otu0010"
"1835","A1yr_C1yr",0.019111336855977,"Otu0022"
"1836","A1yr_C1yr",0.0186086159361379,"Otu0015"
"1837","A1yr_C1yr",0.01829700637402,"Otu0013"
"1838","A1yr_C1yr",0.014986755619946,"Otu0018"
"1839","A1yr_C1yr",0.0121672224297911,"Otu0016"
"1910","A1yr_C2yr",0.153687540525586,"Otu0006"
"1911","A1yr_C2yr",0.108841423514046,"Otu0002"
"1912","A1yr_C2yr",0.102235477298352,"Otu0007"
"1913","A1yr_C2yr",0.100649779475346,"Otu0008"
"1914","A1yr_C2yr",0.0973119331817719,"Otu0005"
"1915","A1yr_C2yr",0.0844716758952531,"Otu0009"
"1916","A1yr_C2yr",0.074835373987016,"Otu0003"
"1917","A1yr_C2yr",0.065768540792577,"Otu0011"
"1918","A1yr_C2yr",0.0389609050112339,"Otu0010"
"1919","A1yr_C2yr",0.02759001979352,"Otu0020"
"1920","A1yr_C2yr",0.015467274458234,"Otu0016"
"1921","A1yr_C2yr",0.0137151699881739,"Otu0015"
"1922","A1yr_C2yr",0.0133065616741671,"Otu0013"
"1923","A1yr_C2yr",0.0130789588745319,"Otu0022"
"1993","A1yr_B1yr",0.193449353689204,"Otu0008"
"1994","A1yr_B1yr",0.148364542868547,"Otu0006"
"1995","A1yr_B1yr",0.125893944317813,"Otu0002"
"1996","A1yr_B1yr",0.101077173872441,"Otu0007"
"1997","A1yr_B1yr",0.081451297820494,"Otu0003"
"1998","A1yr_B1yr",0.076860048547841,"Otu0011"
"1999","A1yr_B1yr",0.038187386790166,"Otu0010"
"2000","A1yr_B1yr",0.027451625993929,"Otu0009"
"2001","A1yr_B1yr",0.0203727117107659,"Otu0015"
"2002","A1yr_B1yr",0.01764369234463,"Otu0018"
"2003","A1yr_B1yr",0.016080131756095,"Otu0054"
"2004","A1yr_B1yr",0.015179569869728,"Otu0022"
"2005","A1yr_B1yr",0.014515002531444,"Otu0013"
"2006","A1yr_B1yr",0.013987049555115,"Otu0016"
"2007","A1yr_B1yr",0.011772366547772,"Otu0023"
"2076","A1yr_B2yr",0.182869798928953,"Otu0006"
"2077","A1yr_B2yr",0.125725093954196,"Otu0007"
"2078","A1yr_B2yr",0.115953879430176,"Otu0005"
"2079","A1yr_B2yr",0.090569143382597,"Otu0002"
"2080","A1yr_B2yr",0.087154016164538,"Otu0008"
"2081","A1yr_B2yr",0.079531502268357,"Otu0009"
"2082","A1yr_B2yr",0.0671222366859849,"Otu0003"
"2083","A1yr_B2yr",0.0565274314536151,"Otu0011"
"2084","A1yr_B2yr",0.03576626983267,"Otu0010"
"2085","A1yr_B2yr",0.023759181809816,"Otu0016"
"2086","A1yr_B2yr",0.01451973583522,"Otu0022"
"2087","A1yr_B2yr",0.012087208614824,"Otu0013"
"2088","A1yr_B2yr",0.01200776432647,"Otu0015"
"2159","A2yr_C1yr",0.145829205768525,"Otu0009"
"2160","A2yr_C1yr",0.137567466872547,"Otu0002"
"2161","A2yr_C1yr",0.126712081849157,"Otu0007"
"2162","A2yr_C1yr",0.101173647579839,"Otu0003"
"2163","A2yr_C1yr",0.093203201223795,"Otu0006"
"2164","A2yr_C1yr",0.071529906334048,"Otu0008"
"2165","A2yr_C1yr",0.064520339708548,"Otu0005"
"2166","A2yr_C1yr",0.045709204551905,"Otu0011"
"2167","A2yr_C1yr",0.03183866025407,"Otu0020"
"2168","A2yr_C1yr",0.029171899909052,"Otu0013"
"2169","A2yr_C1yr",0.0238907053358111,"Otu0010"
"2170","A2yr_C1yr",0.018594791207903,"Otu0022"
"2171","A2yr_C1yr",0.016516726730716,"Otu0015"
"2172","A2yr_C1yr",0.012533417806292,"Otu0018"
"2242","A2yr_C2yr",0.181340251505472,"Otu0006"
"2243","A2yr_C2yr",0.152153866278947,"Otu0002"
"2244","A2yr_C2yr",0.119018503767177,"Otu0007"
"2245","A2yr_C2yr",0.11317017910047,"Otu0009"
"2246","A2yr_C2yr",0.0977602755628389,"Otu0005"
"2247","A2yr_C2yr",0.06082041170438,"Otu0011"
"2248","A2yr_C2yr",0.04384129493942,"Otu0003"
"2249","A2yr_C2yr",0.038737882400145,"Otu0008"
"2250","A2yr_C2yr",0.0381683205364071,"Otu0020"
